"","Clade","numberTipsClade","numberTipsTrimmed","sackin","colless","Variance","I2","B1","B2","avgLadder","ILnumber","pitchforks","maxHeight","MaxWidth","DelW","Stairs1","Stairs2","Cherries","BS","descinm","getstattest","skewness","kurtosis","MeanPairwiseDist","MaxPairwiseDist","diameter","WienerIndex","betweenness","closeness","eigenvector","MeadianEp","MaxEp","MeanEp","allTrimmedSizes_3.4","Labels"
"13",13404,16,12,1.70799454635264,1.08253175473055,0.0323859611617052,8.2,4.21785714285714,6.18363273111989,0.35,0.8,0.5,0.818181818181818,4,2,0.818181818181818,0.423019152564607,2,10.1306401558453,2.16424049586391,3.37113226372153,2.56559434323772,7.78071548222289,0.09088650304414,0.602739178082192,10,1146,155,0.0153846153846154,0.435267917726616,0.886360081859406,0.886360081859406,0.886360081859406,16,1.33333333333333
"14",13405,15,14,1.79446833855485,1.22176567731394,0.0380909895474016,10.4285714285714,4.42896825396825,7.18332641338679,0.375,0.833333333333333,0.428571428571429,0.846153846153846,4,2,0.846153846153846,0.365046918893073,2,11.9392684759804,2.29415991658307,4.16110093550129,2.72081132910817,8.93092635289883,0.100824538719597,0.687669315068493,12,1796,215,0.0114942528735632,0.416704319386138,0.886360081859406,0.886360081859406,0.886360081859406,15,1.07142857142857
"15",13459,13,12,1.25092558324419,0.481125224324688,0.0592854734248685,6.2,5.36666666666667,6.02875053542988,0.3,0.6,0.25,0.545454545454545,4,2,0.636363636363636,0.583116883116883,3,10.8352588972349,1.59973794962895,2.8253748760185,0.396420195451783,1.62003957193147,0.121537113774734,0.619177534246575,11,1272,131,0.0126582278481013,0.396714379135466,0.81824963078582,0.81824963078582,0.81824963078582,13,1.08333333333333
"16",13487,13,13,1.1307350153822,0.277350098112615,0.0191247726712548,5.29090909090909,6.61666666666667,6.53783600377658,0.363636363636364,0.454545454545455,0.461538461538462,0.5,8,2,0.583333333333333,0.699206349206349,4,12.4297893720455,0.677302592722612,2.00231336666264,1.2432947853222,2.93304709568861,0.0720758433979087,0.479451232876712,10,1482,179,0.0123456790123457,0.418271718403987,0.765968214735345,0.765968214735345,0.765968214735345,13,1
"17",13518,60,22,1.3276590063963,0.668674974024415,0.00828890320577366,9.84690558839166,11.8011904761905,11.5669654297288,0.1,0.3,0.545454545454545,0.428571428571429,8,4,0.619047619047619,0.631963754708116,8,17.1985025639797,-0.178447898760875,3.27714007385632,1.68024541840976,4.94113236975302,0.0497000888712782,0.284933424657534,12,5190,515,0.00645161290322581,0.351884938170436,0.887408858490347,0.887408858490347,0.887408858490347,60,2.72727272727273
"18",13534,8,8,1.28163104090062,0.486135912065751,0.0205967260542208,2.93333333333333,4.08333333333333,4.04992922755166,0,0.333333333333333,0.375,0.714285714285714,4,2,0.571428571428571,0.672789115646259,3,7.4528196000988,0.513603833924695,-0.174049917259224,1.24137137173633,2.94026556196014,0.0734588955479452,0.380821917808219,6,350,63,0.0333333333333333,0.485873762946818,0.889091512928532,0.889091512928532,0.889091512928532,8,1
"19",13543,20,20,1.84475608143733,1.28573908706238,0.0199535238648177,10.8070707070707,8.60321067821068,9.91450555229451,0.277777777777778,0.444444444444444,0.15,0.684210526315789,6,2,0.631578947368421,0.489886450838463,6,19.9981312431221,0.0297945043853253,3.56578970553465,1.21957320822883,3.09598068422721,0.0743767832876712,0.619179726027397,15,4718,425,0.00613496932515337,0.379793341985938,0.887561096577633,0.887561096577633,0.887561096577633,20,1
"20",13563,9,9,1.33333333333333,0.592592592592593,0.0101803557890932,5.33333333333333,3.78333333333333,4.50679153349968,0.428571428571429,0.714285714285714,0.666666666666667,0.75,4,2,0.75,0.538541666666667,2,8.83742580029743,1.17861932215717,1.35843870388595,1.5273638320083,3.75603977786194,0.0537798072044647,0.315068493150685,8,520,73,0.0238095238095238,0.420655858089029,0.890391338660258,0.890391338660258,0.890391338660258,9,1
"21",13590,20,20,1.0733126291999,0.290688837074973,0.0100291748610426,9.53333333333333,10.2333333333333,9.74353308513011,0.111111111111111,0.444444444444444,0.75,0.368421052631579,10,4,0.631578947368421,0.656516290726817,6,21.3334184332162,-0.74123245082138,2.36710387552098,1.23881966294372,2.91236061258808,0.0557328856164383,0.35068602739726,13,4496,425,0.00649350649350649,0.34801434574511,0.935198966101364,0.935198966101364,0.935198966101364,20,1
"22",13612,9,9,1.37037037037037,0.62962962962963,0.00712799449891551,4,4.28333333333333,4.21552758947836,0,0.428571428571429,0.333333333333333,0.75,4,2,0.625,0.603125,3,10.6648282592547,0.679101164609755,0.490030400031917,2.03897654052255,5.1616950488524,0.0420094808050059,0.213700931506849,7,498,79,0.0256410256410256,0.455725172171398,0.939616399301164,0.939616399301164,0.939616399301164,9,1
"23",13656,9,9,1.18518518518519,0.37037037037037,0.0148301121850127,3.76190476190476,4.58333333333333,4.41899425073048,0,0.428571428571429,0.666666666666667,0.625,4,2,0.625,0.670833333333333,3,9.34363573238566,1.24055627346185,-0.378377903822113,0.837683170176394,1.96937847114358,0.0629120892271267,0.408218495890411,8,528,79,0.0238095238095238,0.480236518638976,0.934757587063069,0.934757587063069,0.934757587063069,9,1
"24",13666,114,77,1.2032460865154,0.756283825595779,0.00757918462410797,47.949851604308,33.7014572845455,40.4531338151743,0.045,0.52,0.545454545454545,0.25,20,4,0.736842105263158,0.506480082615313,19,60.6077703074279,-7.59865848575035,10.0545797231101,1.41576835719403,4.40838626130328,0.0453716560024214,0.495890136986301,27,134682,6797,0.000946073793755913,0.321011259770607,0.871699335314554,0.871699335314554,0.869505369422213,114,1.48051948051948
"25",13694,10,10,1.51789327688082,0.885437744847146,0.00962527967706241,6.71428571428571,3.59285714285714,4.32630497376182,0.625,0.75,0.3,0.888888888888889,4,2,0.777777777777778,0.427425044091711,2,14.0006147535686,1.89641764426234,1.91301035405687,1.90080020305213,5.14297955541897,0.0502739742465753,0.326027945205479,9,720,89,0.0188679245283019,0.39497697139973,0.879077563580578,0.879077563580578,0.879077563580578,10,1
"26",13709,32,10,1.48627050027914,0.853814968245462,0.00900231771719855,6.75,3.59285714285714,5.24987379790948,0.75,0.75,0.3,0.888888888888889,4,2,0.777777777777778,0.426984126984127,2,7.91092360704999,1.88329261298876,1.91301035405687,0.974936687702485,2.2875258736167,0.050246597260274,0.290411780821918,10,746,89,0.0181818181818182,0.406844523657856,0.878933615561942,0.878933615561942,0.878933615561942,32,3.2
"27",13714,14,8,1.10485434560398,0.132582521472478,0.0424062082328307,2,4.33333333333333,4.0075070721595,0.333333333333333,0.333333333333333,0.375,0.571428571428571,6,2,0.285714285714286,0.833333333333333,3,7.53078740472067,1.11971683612867,0.763141944905827,0.00618511763190778,1.00956743325711,0.108604577482877,0.572604,7,382,57,0.0277777777777778,0.433605795944753,0.88068514992628,0.88068514992628,0.88068514992628,14,1.75
"28",13715,9,8,1.10485434560398,0.220970869120796,0.0464777035335964,2.66666666666667,4.33333333333333,4.06371811791792,0,0.333333333333333,0.75,0.571428571428571,6,2,0.571428571428571,0.752380952380952,3,7.07207363065241,-0.0350070395762451,-1.11124177942427,1.52319807823422,3.74290030668756,0.107148983304795,0.59178095890411,7,374,63,0.0303030303030303,0.479599805230793,0.828504523748148,0.828504523748148,0.828504523748148,9,1.125
"29",13741,13,12,1.32309436689289,0.60140653040586,0.0185706459002366,5.75,5.95,6.17863543956034,0.2,0.4,0.5,0.636363636363636,4,2,0.636363636363636,0.606926406926407,4,10.4556650856319,0.937727796799796,0.464718864846852,1.21370042494325,3.08817525271809,0.0714229128614916,0.375341643835617,9,1122,155,0.0158730158730159,0.437644601258132,0.88364244569523,0.88364244569523,0.878662578394832,13,1.08333333333333
"30",13780,16,16,1.3125,0.59375,0.0264320955043574,9.19047619047619,6.87619047619048,7.53791013784924,0.25,0.571428571428571,0.375,0.533333333333333,6,2,0.666666666666667,0.541746031746032,4,18.2626903583014,1.31382379994379,4.182653182353,2.60449599616356,8.72436146925969,0.0815173908390411,0.701367917808219,13,2656,273,0.00869565217391304,0.350874272836807,0.928582843515188,0.928582843515188,0.928582843515188,16,1
"31",13811,10,10,1.32815661727072,0.569209978830308,0.0252039303208581,6.14285714285714,4.11666666666667,4.52718465810255,0.3125,0.75,0.6,0.666666666666667,4,2,0.777777777777778,0.53641975308642,2,12.5151623763799,1.90639240618032,2.72981585934716,0.688015820499248,1.65715674648736,0.0853695117808219,0.484929863013699,9,708,95,0.0196078431372549,0.415405249386266,0.927175162896757,0.927175162896757,0.921780236584955,10,1
"32",13827,13,9,1.22222222222222,0.407407407407407,0.0284463566664936,3.42857142857143,4.58333333333333,4.58316460157488,0.285714285714286,0.428571428571429,0.333333333333333,0.625,4,2,0.5,0.68125,3,8.09702406636027,1.23191674448545,1.35843870388595,0.463786399960575,1.42006531493309,0.0866565939455437,0.578084383561644,8,538,71,0.0227272727272727,0.461513714179749,0.921205825922544,0.921205825922544,0.921205825922544,13,1.44444444444444
"33",13841,293,13,1.45075435935829,0.725377179679146,0.00194610290244766,5.83333333333333,6.28333333333333,6.87897044663997,0.181818181818182,0.454545454545455,0.230769230769231,0.583333333333333,6,2,0.583333333333333,0.603805916305916,4,9.67783364882585,0.654024450147175,2.00231336666264,0.528670078312585,1.62622608090162,0.0231822874280619,0.156164109589041,9,1368,171,0.0136986301369863,0.387950716241019,0.915281244276887,0.915281244276887,0.91138694727405,293,22.5384615384615
"34",13845,148,9,1.11111111111111,0.222222222222222,0.0737569202480411,3.42857142857143,4.83333333333333,4.5928263774834,0,0.428571428571429,1,0.5,6,2,0.5,0.75,3,7.28114740145417,0.747248765911311,0.412299852039105,0.259657473458088,2.02706313717437,0.101268425503129,0.868493698630137,7,516,85,0.0256410256410256,0.471115041456694,0.915281244276887,0.915281244276887,0.897346867462681,148,16.4444444444444
"35",13846,83,79,1.34725715731142,0.908615292140257,0.024729560638685,38.6947793943778,40.8907429988312,39.7200853534255,0.0337662337662338,0.324675324675325,0.417721518987342,0.243589743589744,16,6,0.615384615384615,0.594236244391979,27,73.9826230692928,-6.70329064755208,12.4589587580055,2.02287928955942,6.06138770833322,0.0709272423413003,1.32328687671233,26,134884,6779,0.000914913083257091,0.262494109522145,0.915281244276887,0.915281244276887,0.908510694103502,83,1.05063291139241
"36",13882,10,10,1.10679718105893,0.158113883008419,0.0227100120685836,2.33333333333333,5.66666666666667,4.97687449690712,0,0.25,0.3,0.444444444444444,6,2,0.333333333333333,0.824074074074074,4,9.85497172510062,0.0828349688916256,-1.37021593323273,0.503132158506106,1.97291258236757,0.0792875526027397,0.452053150684931,8,706,95,0.0192307692307692,0.384275872950696,0.935325731608057,0.935325731608057,0.935325731608057,10,1
"37",13928,65,41,1.10464368165112,0.49518509867119,0.0057065582493894,18.4345667578802,21.5789682539683,21.6143012021106,0.0641025641025641,0.333333333333333,0.51219512195122,0.275,12,4,0.6,0.645060727331525,14,31.4714025950857,-1.81909641723957,8.1327859256162,1.67541212345638,4.44991815638274,0.0395524503516335,0.328768219178082,16,26772,2019,0.0024390243902439,0.307872726006918,0.927968439213631,0.927968439213631,0.924358590796957,65,1.58536585365854
"38",13929,53,53,1.11702647286575,0.531300294518514,0.0112093539399031,20.4291343346319,28.8044011544012,24.7167504351811,0.0588235294117647,0.254901960784314,0.226415094339623,0.230769230769231,16,4,0.5,0.668543498775399,20,63.0727650894809,-3.02437298038746,9.76649241039719,2.17128934531146,6.86059478985437,0.0591503816987472,0.476712054794521,20,52406,3371,0.00155763239875389,0.286873272330283,0.930971858097839,0.930971858097839,0.927070727063959,53,1
"39",13981,12,12,1.25092558324419,0.481125224324688,0.0244596587460016,6.8,5.36666666666667,6.15569559247522,0.3,0.6,0.5,0.545454545454545,4,2,0.636363636363636,0.578787878787879,3,10.5247227057957,1.0695790244909,1.45799536773764,0.651678833583698,2.16746533884739,0.0835616552511415,0.523288219178082,10,1176,153,0.0149253731343284,0.409871575918672,0.927968439213631,0.927968439213631,0.918260936787556,12,1
"40",13992,137,18,1.19160587199955,0.484499090813005,0.00458035939641155,8.43055555555556,9.17619047619048,9.42638638777651,0.125,0.375,0.5,0.470588235294118,8,4,0.647058823529412,0.617602495543672,6,14.626487304491,0.242811440662758,3.2208300175826,1.48906644885529,4.24770978626621,0.0370876763064434,0.213698630136986,13,3466,355,0.00769230769230769,0.400882750100438,0.91849875891662,0.91849875891662,0.91849875891662,137,7.61111111111111
