,Clade,numberTipsClade,numberTipsTrimmed,sackin,colless,Variance,I2,B1,B2,avgLadder,ILnumber,pitchforks,maxHeight,MaxWidth,DelW,Stairs1,Stairs2,Cherries,BS,descinm,getstattest,skewness,kurtosis,MeanPairwiseDist,MaxPairwiseDist,diameter,WienerIndex,betweenness,closeness,eigenvector,allTrimmedSizes_3.4,Labels
62,13539,101,94,1.273914965,0.797705581,0.021003632,46.01630334,46.38681082,44.81138202,0.027173913,0.391304348,0.382978723,0.193548387,26,8,0.634408602,0.598795911,29,104.7224989,-6.476478192,16.97760445,2.330463198,7.816201729,0.075456037,0.802741096,25,208406,11133,0.000754148,0.296475862,101,1.074468085
63,13616,12,8,1.325825215,0.618718434,0.114684298,4.666666667,3.283333333,3.531446896,0.666666667,0.666666667,0.375,0.857142857,4,2,0.714285714,0.516666667,2,9.506160698,1.737780691,0.763141945,0.988704346,2.359856488,0.176583751,0.797259827,8,388,55,0.027777778,0.448793538,12,1.5
64,13618,9,9,1.296296296,0.481481481,0.055115376,3.333333333,4.583333333,4.497912335,0,0.428571429,0.333333333,0.625,4,2,0.5,0.684375,3,8.358787075,0.717965357,0.4900304,1.722465337,4.403000108,0.121562665,0.621917808,7,502,73,0.025,0.426878566,9,1
65,13642,10,10,1.39140217,0.632455532,0.027772899,4.714285714,4.783333333,5.029749208,0,0.5,0.6,0.666666667,4,2,0.555555556,0.618165785,3,9.395375416,1.353448871,1.881143908,1.157291799,2.343305234,0.073369863,0.589041096,7,664,105,0.022222222,0.455420293,10,1
66,13651,11,11,1.507556723,0.7400733,0.021612048,5,4.95,5.560173932,0.277777778,0.555555556,0.272727273,0.7,6,2,0.5,0.616944444,3,10.29163461,1.433365091,2.439547947,1.354583076,3.025010588,0.078840616,0.405479452,8,854,133,0.019607843,0.451553149,11,1
67,13732,12,12,1.563656979,0.890081665,0.028551136,6.761904762,5.092857143,4.805512409,0.3,0.6,0.5,0.727272727,4,2,0.727272727,0.51533517,3,18.87468476,1.287832651,1.457995368,2.526603053,7.624405244,0.087690335,0.528767753,9,1102,151,0.015873016,0.412491638,12,1
68,13745,56,46,1.647503597,1.115430451,0.044076428,25.44914111,21.28608614,23.62076353,0.063636364,0.454545455,0.456521739,0.355555556,14,4,0.688888889,0.549430392,13,37.97692752,-2.047377787,9.152059159,1.953363991,5.732603162,0.088385909,0.958903753,18,34404,2637,0.002188184,0.317959119,56,1.217391304
69,13756,9,9,1.444444444,0.777777778,0.014437567,5.666666667,3.45,4.305915224,0.571428571,0.714285714,0.333333333,0.875,4,2,0.75,0.467708333,2,10.02450366,1.992671761,2.226847008,1.398324984,3.639261492,0.060409315,0.4,8,526,71,0.023255814,0.413871046,9,1
70,13808,245,16,1.078125,0.265625,0.067279595,4.038095238,9.616666667,8.096719993,0,0.142857143,0.375,0.4,8,4,0.466666667,0.785396825,7,13.76087354,-0.186048243,1.377766502,1.143843198,3.043807812,0.128017939,0.734246849,9,2310,293,0.010752688,0.38794707,245,15.3125
71,13809,142,70,1.195228609,0.689817655,0.058184425,41.53209529,31.13705322,35.72909631,0.050420168,0.470588235,0.385714286,0.246376812,16,6,0.710144928,0.51865218,19,57.58413456,-4.997013438,11.1810285,1.504583788,4.248206506,0.103544834,1.076710959,30,116856,5535,0.000887311,0.239706779,142,2.028571429
72,13812,89,89,1.443502731,1.031413668,0.047698791,55.61799579,38.39615236,44.59117777,0.037037037,0.517241379,0.438202247,0.25,14,4,0.715909091,0.496199184,22,80.02733186,-6.163463774,15.73616804,1.773385422,5.40861651,0.083785698,1.249315068,28,205080,8991,0.000668896,0.239544151,89,1
73,13904,33,30,1.223247045,0.663352875,0.006557035,19.57521645,12.80321068,15.61946728,0.107142857,0.571428571,0.5,0.448275862,10,4,0.75862069,0.485209235,7,25.15280829,-1.07987673,4.853749192,1.428283551,3.935911453,0.044550938,0.317807123,18,13574,1005,0.003355705,0.363932192,33,1.1
74,13929,8,8,1.193242693,0.397747564,0.004737402,3.166666667,4.083333333,3.79486921,0.333333333,0.333333333,0.375,0.714285714,4,2,0.571428571,0.666666667,3,9.22355775,0.462652749,-0.174049917,0.150962002,1.298197845,0.034503426,0.178082192,7,370,61,0.03030303,0.457654818,8,1
75,13952,51,50,1.004091629,0.461033621,0.004202253,24.53162806,26.00321068,25.49049738,0.045833333,0.375,0.54,0.244897959,22,6,0.653061224,0.613415595,16,46.37587523,-4.24989604,7.122814422,1.038373282,2.687743507,0.034418778,0.347945753,19,42898,2925,0.001897533,0.346500472,51,1.02
76,14003,38,38,1.131280963,0.516547157,0.010450283,17.86666667,18.95515873,19.32033079,0.064814815,0.388888889,0.315789474,0.27027027,12,6,0.621621622,0.603520444,12,35.2752482,-1.589190109,7.304886477,1.640190618,4.922457867,0.0553238,0.419179753,17,24510,1781,0.002415459,0.274638903,38,1
77,14054,419,73,1.029320774,0.554742972,0.01011766,46.6302942,30.53215396,38.44696078,0.048513302,0.577464789,0.452054795,0.208333333,18,4,0.75,0.493947666,16,55.7432693,-3.485677722,15.89216181,1.763794591,5.409989083,0.048214729,0.498630685,27,123700,6437,0.000974659,0.298849303,375,5.136986301
78,14056,389,136,1.048537305,0.662665489,0.009572026,89.48897517,52.02437888,70.58996507,0.032515991,0.552238806,0.286764706,0.222222222,26,8,0.748148148,0.442569261,31,115.2888316,-6.179997372,31.81521949,2.364432027,8.577616018,0.055118435,0.498629863,51,674010,23901,0.000335008,0.243232694,389,2.860294118
79,14061,166,33,1.593074306,1.08666658,0.055636934,20.64177037,13.10621919,15.78310313,0.112903226,0.548387097,0.272727273,0.5625,8,2,0.71875,0.457893981,8,35.01698407,0.731582933,7.678977753,2.506604423,9.294314083,0.120311585,0.865752849,23,18972,1283,0.002617801,0.352491443,166,5.03030303
80,14063,133,23,1.24202064,0.589279866,0.002617203,15.91596639,8.945634921,12.1165318,0.166666667,0.714285714,0.52173913,0.454545455,6,2,0.818181818,0.476795208,4,17.93505844,-0.180601485,-0.425999812,2.367440671,8.167036312,0.02489068,0.246575096,16,7010,611,0.004975124,0.366931732,133,5.782608696
81,14067,65,41,1.184635121,0.620885931,0.003158575,21.84812247,19.91346709,21.63847347,0.076923077,0.435897436,0.512195122,0.35,12,4,0.65,0.584459183,12,31.35778405,-1.779945542,8.132785926,1.896399022,6.354012473,0.028352199,0.246573151,20,28134,1781,0.002222222,0.327863272,65,1.585365854
82,14069,34,34,1.382076833,0.817140317,0.00841601,19.00992063,16.71987734,15.38472734,0.072916667,0.4375,0.705882353,0.393939394,8,2,0.696969697,0.565212567,10,43.47339161,-1.714657363,5.532054787,1.377609156,3.549472269,0.047660955,0.323289589,16,16716,1421,0.003257329,0.344750313,34,1
83,14115,17,17,1.526547758,0.87027489,0.011578097,8.796536797,7.662301587,7.195328256,0.2,0.466666667,0.352941176,0.625,6,2,0.6875,0.546883585,5,24.73811219,0.183605614,2.722348673,1.767102156,4.699589308,0.058871021,0.402742192,11,2902,327,0.008695652,0.398508798,17,1
84,14136,47,29,2.202730908,1.716081056,0.039765077,20.01092437,10.22288586,14.53117046,0.12962963,0.62962963,0.310344828,0.642857143,6,2,0.785714286,0.393455553,6,27.18598101,-0.154132726,6.031342968,3.313926572,14.69042892,0.109856176,0.547947397,19,12752,945,0.003367003,0.352918018,47,1.620689655
85,14150,10,10,1.264911064,0.442718872,0.100785981,4.428571429,5.083333333,4.269368456,0,0.5,0.9,0.555555556,6,2,0.555555556,0.679012346,3,12.86832178,1.07932303,-0.537406162,1.781053986,4.816719021,0.16682197,0.769863288,7,656,105,0.022727273,0.458625285,10,1
86,14182,14,12,1.611769501,0.98630671,0.019493368,6.8,4.717857143,6.008894496,0.6,0.6,0,0.818181818,4,2,0.636363636,0.472330447,3,11.64739248,1.520082378,2.945559562,1.641810568,3.913416327,0.070947654,0.471234575,11,1242,131,0.013157895,0.372478326,14,1.166666667
87,14234,54,9,1.259259259,0.444444444,0.02729989,2.214285714,5.083333333,4.669117145,0,0.142857143,0,0.625,4,2,0.375,0.744047619,4,7.415158027,0.945896335,-0.670296928,0.410526939,1.317270876,0.076780095,0.454795096,7,500,81,0.026315789,0.468456308,54,6
88,14238,27,27,1.439811782,0.812567046,0.013335161,12.88840886,13.71230159,12.49032282,0.08,0.36,0.444444444,0.423076923,8,2,0.615384615,0.604474759,9,32.63465111,-0.287495208,5.682318009,1.582066516,4.317448796,0.061499338,0.421918904,13,9156,899,0.004716981,0.360965254,27,1
89,14264,14,14,1.355396298,0.668153105,0.007284029,8.886363636,5.926190476,6.891861304,0.25,0.666666667,0.642857143,0.615384615,6,2,0.769230769,0.512327416,3,14.5520517,0.098795608,3.913563874,1.277182536,3.843691783,0.045233414,0.287670411,10,1730,221,0.012195122,0.424041773,14,1
90,14314,9,9,1.481481481,0.740740741,0.04859293,5,3.783333333,4.37220789,0.428571429,0.714285714,0.666666667,0.75,4,2,0.625,0.554315476,2,9.198594147,1.858305088,2.126814088,1.0891689,2.784145256,0.112430381,0.632878082,7,496,85,0.027027027,0.477349135,9,1
91,14445,23,22,1.143531115,0.426401433,0.027081042,9.828571429,11.50952381,11.15483692,0,0.4,0.681818182,0.380952381,12,4,0.619047619,0.656840514,7,20.12612218,-0.864594794,2.109340707,0.84753514,2.56720719,0.089550489,0.531505205,13,5700,569,0.005952381,0.381765106,23,1.045454545
92,14507,140,66,1.053737764,0.553911709,0.004213162,35.69869839,31.64838772,34.85542611,0.042410714,0.40625,0.409090909,0.246153846,18,4,0.676923077,0.556993115,20,49.92074442,-5.217254845,10.49548509,2.299964573,9.045445343,0.031908155,0.369863507,25,94990,5547,0.001137656,0.302241941,140,2.121212121
93,14509,110,105,0.999135789,0.56044547,0.007066592,55.72516314,49.25927545,54.67634892,0.02815534,0.398058252,0.285714286,0.163461538,28,6,0.653846154,0.548420077,32,87.82848443,-8.672660732,16.6681982,2.241959687,8.647835103,0.045757101,0.553424849,32,297022,13595,0.000601323,0.299714665,110,1.047619048
94,14619,19,15,1.153288374,0.361478446,0.015488022,6.61025641,7.533333333,7.589565159,0.230769231,0.384615385,0.4,0.5,8,2,0.642857143,0.647704082,5,14.08743452,0.818449182,2.346523257,1.577219922,3.942008737,0.067433644,0.476711233,12,2190,219,0.00952381,0.341163629,19,1.266666667
95,14649,9,9,1.481481481,0.814814815,0.173157149,5.6,3.45,3.469136316,0.357142857,0.714285714,0.333333333,0.875,4,2,0.75,0.46889881,2,12.11680328,2.394844777,-0.378377904,2.041241452,5.166666667,0.182851344,1.098630137,8,512,75,0.024390244,0.438987917,9,1
96,14666,20,18,1.663010393,1.034471032,0.016018888,9.464285714,7.928968254,8.973919352,0.145833333,0.5,0.333333333,0.647058824,8,4,0.647058824,0.536843246,5,17.77297334,1.043938824,3.849788441,1.801433084,4.668441778,0.069474037,0.331506904,12,3362,365,0.007936508,0.399373819,20,1.111111111
97,14686,123,45,1.424458119,0.927554124,0.006928462,23.70847344,21.99739566,23.69896157,0.050387597,0.395348837,0.4,0.386363636,8,2,0.636363636,0.558807349,14,34.76636684,-2.225449429,8.35960658,1.899911995,6.280366547,0.045608037,0.353423233,23,39140,2125,0.00166113,0.323300512,123,2.733333333
98,14687,100,84,1.884727135,1.500247995,0.009894164,46.20166128,38.39383771,43.77100854,0.036585366,0.414634146,0.25,0.34939759,18,6,0.65060241,0.515525549,25,69.58127144,-5.916923132,15.38133336,2.323833123,8.140047385,0.053871712,0.517808493,36,200882,7953,0.000623441,0.316341713,100,1.19047619
99,14787,13,10,1.296533841,0.537587202,0.01191714,3.683333333,5.283333333,5.136780907,0,0.25,0.3,0.666666667,4,2,0.555555556,0.662169312,4,8.890951698,0.282714411,0.279399343,1.272424581,3.117525643,0.057561707,0.268493151,8,670,99,0.02173913,0.451189227,13,1.3
100,14808,26,26,1.327555376,0.678863545,0.008506801,15.60757576,11.25515873,12.1504965,0.104166667,0.583333333,0.576923077,0.4,8,2,0.72,0.52871917,6,30.92819856,-0.674116492,4.671319961,2.07992994,7.394043593,0.042477924,0.394520274,17,9736,721,0.003861004,0.341890108,26,1
101,14834,30,17,1.654948971,1.055743309,0.021903173,9.646153846,7.428968254,8.566156771,0.133333333,0.466666667,0.352941176,0.6875,4,2,0.6875,0.499682349,5,16.02764462,1.017051606,3.956144451,1.969008795,6.503682353,0.072351444,0.726025603,12,2832,317,0.009009009,0.386096584,30,1.764705882
102,14837,26,21,1.465177263,0.841697577,0.067986934,11.8531746,9.212301587,10.19935056,0.105263158,0.473684211,0.285714286,0.55,6,2,0.7,0.514715007,6,20.89548509,0.157597995,3.9665859,1.922611451,5.508084782,0.140713585,0.972600781,15,5282,477,0.005714286,0.344319377,26,1.238095238
103,14841,14,14,1.641747629,1.03086479,0.047722187,8.014285714,5.828968254,7.079819674,0.166666667,0.5,0.214285714,0.769230769,4,2,0.692307692,0.481313985,4,12.5034014,1.429925338,2.355249261,1.57065735,4.42408457,0.111503932,0.723286082,11,1724,199,0.011627907,0.381851595,14,1
104,14865,11,10,1.328156617,0.569209979,0.009007711,4.761904762,4.783333333,5.074442156,0,0.5,0.6,0.666666667,4,2,0.666666667,0.608641975,3,9.380723687,1.596256359,1.792957498,1.162483102,3.251378053,0.049479644,0.342466301,8,676,95,0.020833333,0.427783719,11,1.1
105,14889,155,87,1.889136225,1.53915926,0.014365468,58.92169087,31.64285576,45.69743188,0.057352941,0.552941176,0.344827586,0.511627907,14,4,0.73255814,0.411798066,20,66.67126957,-4.389180375,17.98866147,1.481489041,4.37518927,0.047272262,0.980821096,51,289690,7801,0.000417885,0.248981218,155,1.781609195
106,14890,147,138,1.827734131,1.498334865,0.011987934,89.64611917,53.47496142,70.53658872,0.027941176,0.514705882,0.347826087,0.416058394,22,6,0.715328467,0.444344194,34,125.0766442,-8.467903578,27.23042333,1.753769312,5.737447048,0.061085403,0.589039726,67,961746,20369,0.000198965,0.287163055,147,1.065217391
107,15044,17,17,1.74054978,1.084276912,0.004695156,8.068181818,7.828968254,5.386394862,0.266666667,0.466666667,0.352941176,0.625,8,4,0.5625,0.576625198,5,39.61077016,0.826464513,3.259792073,2.104480726,5.841851033,0.036251523,0.227396986,11,2756,329,0.009433962,0.403533777,17,1
108,15072,19,8,1.458407736,0.751300955,0.028190635,4.333333333,3.283333333,4.173470633,0.5,0.666666667,0.375,0.857142857,4,2,0.714285714,0.525170068,2,6.332303168,1.776780923,1.700333807,1.2588644,3.289192076,0.069092333,0.531506301,7,358,63,0.032258065,0.48613193,19,2.375
109,15073,18,9,1.185185185,0.37037037,0.009534627,3.761904762,4.583333333,4.702384428,0,0.428571429,0.666666667,0.625,4,2,0.625,0.670833333,3,7.361277088,1.285214167,1.358438704,1.598270412,4.195215814,0.049720954,0.260273425,8,528,79,0.023809524,0.480236519,18,2
110,15074,14,14,1.259945855,0.458162129,0.036730341,6.272727273,6.866666667,6.776949866,0.208333333,0.5,0.428571429,0.461538462,8,2,0.538461538,0.662968442,4,14.68299217,0.758071758,1.831782221,1.895317032,6.14806103,0.103508413,0.534245205,10,1684,217,0.0125,0.4258709,14,1
111,15122,16,16,1.140625,0.359375,0.028143193,7.39047619,8.066666667,8.044177643,0.142857143,0.428571429,0.5625,0.4,8,2,0.666666667,0.645343915,5,15.14115064,0.144317333,0.994436667,1.157974677,3.311959975,0.082769457,0.460271507,12,2582,263,0.008849558,0.40122161,16,1
112,15148,13,9,1.296296296,0.481481481,0.007505037,3.333333333,4.583333333,4.725286597,0,0.428571429,0.333333333,0.625,4,2,0.5,0.684375,3,7.14221869,1.285214167,0.4900304,0.668035602,1.895165564,0.045797399,0.224657507,7,502,73,0.025,0.426878566,13,1.444444444
113,15170,15,14,1.221765677,0.496342306,0.029210781,8.666666667,6.033333333,7.251805912,0.25,0.666666667,0.642857143,0.538461538,6,2,0.769230769,0.534401709,3,11.56199592,0.852536587,1.051256628,0.603390095,1.703391456,0.08462403,0.50684937,12,1864,213,0.010869565,0.428903176,15,1.071428571
114,15186,18,17,1.45521375,0.77040728,0.048700977,7.243506494,8.717857143,8.448141975,0.133333333,0.333333333,0.352941176,0.5625,8,2,0.5625,0.630142514,6,15.83093578,0.191941019,1.99171609,1.229916888,3.182695155,0.069924812,0.980823014,10,2660,329,0.01,0.408220655,18,1.058823529
115,15216,121,22,2.05447963,1.569932548,0.012507663,15.0894958,7.380728993,11.47875931,0.166666667,0.6,0.136363636,0.80952381,4,2,0.761904762,0.366695753,5,17.99462302,1.211176409,5.704444159,2.822336439,10.78449465,0.059560667,0.394520822,18,6504,477,0.004672897,0.297511469,121,5.5
116,15220,79,79,1.119391253,0.626631236,0.006788934,41.7256216,36.97852148,40.39410297,0.045454545,0.428571429,0.379746835,0.192307692,22,4,0.653846154,0.556834132,23,72.13125272,-5.893182716,13.26413967,1.660311597,4.963142337,0.045464287,0.4,29,167540,8049,0.00075188,0.280145025,79,1
117,15300,33,20,1.677050983,1.140394669,0.018823115,13.08888889,7.680133755,10.32663696,0.222222222,0.555555556,0.3,0.736842105,6,2,0.736842105,0.426120362,5,17.14395939,0.378869109,4.185844817,2.690917108,9.850355482,0.073513625,0.553424658,17,5084,411,0.005555556,0.351628351,33,1.65
118,15308,10,10,1.328156617,0.569209979,0.044954802,3.35,5.283333333,4.809090231,0,0.25,0,0.666666667,4,2,0.444444444,0.671428571,4,10.60334238,0.843616238,1.096204849,1.568451185,3.889822088,0.109314959,0.698630137,8,684,99,0.020833333,0.426304891,10,1
119,15344,730,80,2.729400475,2.393990278,0.028467014,60.19372113,23.18306704,41.11501224,0.053418803,0.666666667,0.1875,0.544303797,10,4,0.797468354,0.31716746,14,68.4086363,-0.640428407,23.70623215,2.342306337,7.094970297,0.083103805,1.005481507,47,234094,6469,0.000470146,0.347961655,671,8.3875
120,15345,729,251,2.688737274,2.418153538,0.035926848,172.6544333,89.99978948,129.340514,0.016341227,0.582329317,0.322709163,0.268,24,6,0.76,0.406415204,53,208.428611,-15.0099696,51.11502717,2.490398057,9.133456565,0.096078538,1.205479726,70,3424144,82561,0.000122264,0.275720326,712,2.836653386
121,15401,203,188,3.511622083,3.245496061,0.008485958,125.3826304,73.31621153,97.2671666,0.013739546,0.505376344,0.39893617,0.395721925,16,6,0.737967914,0.425296592,47,162.3329346,-12.82888926,35.86307798,1.944149491,6.081088301,0.052007874,0.520549589,76,1970152,43049,0.000141985,0.293230396,203,1.079787234
122,15527,40,40,1.233288287,0.664078309,0.060187425,23.85617176,17.56273449,16.87543859,0.065789474,0.526315789,0.45,0.333333333,12,4,0.743589744,0.514074786,10,55.16786501,-1.508210909,5.280533023,1.402431369,3.573497515,0.12490573,0.838356712,20,27584,1937,0.00228833,0.309980784,40,1
123,15630,18,18,1.793956093,1.243984152,0.060868243,11.80833333,6.603210678,7.567197645,0.25,0.625,0.333333333,0.764705882,4,2,0.764705882,0.415169145,4,25.06191922,1.405885511,4.478746865,1.945557477,5.289554865,0.117131744,0.805479452,15,3726,349,0.006896552,0.369794124,18,1
124,15683,35,14,1.546297185,0.935414347,0.021612371,9.166666667,5.328968254,7.268838553,0.291666667,0.666666667,0.428571429,0.769230769,4,2,0.769230769,0.442438117,3,11.5393181,1.675454805,1.056647299,1.469290998,4.448642803,0.060679372,0.613700822,13,1926,181,0.01,0.402760799,35,2.5
125,15685,31,13,1.557427474,0.917388786,0.070523486,8.055555556,5.217857143,6.215052012,0.181818182,0.636363636,0.461538462,0.75,4,2,0.75,0.474341631,3,13.50235653,1.314730298,1.84379973,2.273692194,7.079005739,0.128524076,1.010958904,10,1426,161,0.012820513,0.364616156,31,2.384615385
126,15689,11,10,1.201665511,0.379473319,0.012419168,3.083333333,5.583333333,4.655717994,0,0.25,0.3,0.555555556,4,2,0.444444444,0.733333333,4,11.93789052,0.282714411,0.279399343,1.141477221,2.97983356,0.059315096,0.334246301,7,676,101,0.021276596,0.418242808,11,1.1
127,15728,20,20,2.02364152,1.464624525,0.033035997,11.5,8.103210678,8.799843372,0.444444444,0.555555556,0.3,0.684210526,6,2,0.684210526,0.468759671,5,26.34228427,1.11911722,5.398338777,3.873360242,16.02303409,0.0859178,0.887671233,14,4574,425,0.006410256,0.393440941,20,1
128,15775,22,21,1.444394607,0.82091492,0.007125057,11.58947368,10.16230159,10.64355418,0.105263158,0.473684211,0.714285714,0.5,8,2,0.7,0.560001616,6,19.83011408,-0.273919877,3.456467585,0.954115905,2.20222191,0.04352515,0.40000274,13,5006,501,0.006369427,0.376931236,22,1.047619048
129,15830,42,9,1.259259259,0.444444444,0.015603528,3.666666667,4.583333333,4.649438705,0,0.428571429,0.666666667,0.625,6,2,0.625,0.673958333,3,7.753073334,1.295060973,1.358438704,1.21279735,3.097782908,0.063182858,0.378081918,7,492,79,0.026315789,0.460441246,42,4.666666667
130,15855,11,10,1.423024947,0.664078309,0.029521899,4.666666667,4.783333333,5.201935807,0.25,0.5,0.6,0.666666667,4,2,0.555555556,0.61882716,3,8.029748348,0.862199009,1.068303948,1.139368546,2.525792199,0.075780745,0.594519452,7,646,105,0.023255814,0.458248043,11,1.1
131,15872,9,9,1.296296296,0.555555556,0.009651741,4.214285714,4.283333333,4.480296463,0.285714286,0.428571429,0.333333333,0.75,4,2,0.625,0.598214286,3,9.012122883,1.231916744,0.4900304,0.102114288,1.272738623,0.050735491,0.339725205,8,518,81,0.025,0.467683869,9,1
132,15881,9,9,1.333333333,0.592592593,0.000761899,5.333333333,3.783333333,4.416255009,0.428571429,0.714285714,0.666666667,0.75,4,2,0.75,0.538541667,2,9.523931874,1.784732324,2.226847008,1.790777558,4.59996543,0.012853274,0.106851397,8,520,73,0.023809524,0.420655858,9,1
133,15904,10,10,1.517893277,0.885437745,0.012463545,6.714285714,3.592857143,5.095159768,0.625,0.75,0.3,0.888888889,4,2,0.777777778,0.427425044,2,9.196039497,1.922817678,1.881143908,1.569765732,4.058727263,0.056849317,0.293150685,9,720,89,0.018867925,0.394976971,10,1
134,15917,8,8,1.325825215,0.618718434,0.004580647,4.666666667,3.283333333,4.167084662,0.666666667,0.666666667,0.375,0.857142857,4,2,0.714285714,0.516666667,2,6.721949445,1.776780923,0.763141945,0.808716212,2.533061999,0.034888415,0.191777781,8,388,55,0.027777778,0.448793538,8,1
135,15928,66,65,2.518859226,2.129580982,0.028686799,40.49468368,24.87213156,32.03717183,0.053571429,0.523809524,0.276923077,0.53125,10,4,0.703125,0.442014075,16,65.36472271,-2.945992588,14.5827309,2.310909981,8.117906484,0.093660533,0.663016986,35,110704,4831,0.000851064,0.262483194,66,1.015384615
136,16005,34,27,1.411300658,0.784055921,0.011881136,13.02606061,12.50515873,13.33138113,0.12,0.44,0,0.384615385,8,2,0.576923077,0.563882784,8,27.62390669,-0.453117159,3.910323463,1.790947892,5.270196073,0.06117573,0.328765479,16,10292,841,0.003968254,0.367618493,34,1.259259259
137,16010,14,10,1.39140217,0.695701085,0.091849137,5.25,4.45,3.660126504,0.25,0.5,0.3,0.777777778,4,2,0.666666667,0.543650794,3,16.89474573,1.231916744,1.096204849,1.938943526,5.152802447,0.14260234,0.854791781,9,704,101,0.020408163,0.457629006,14,1.4
138,16075,9,9,1.333333333,0.592592593,0.000937277,5.333333333,3.783333333,4.214486286,0.428571429,0.714285714,0.666666667,0.75,4,2,0.75,0.538541667,2,10.75568148,1.779312628,1.204563396,1.240375244,3.47968249,0.014680129,0.112331507,8,520,73,0.023809524,0.420655858,9,1
139,16084,22,22,1.686223848,1.085385465,0.018127729,12.425,9.436544012,7.896080133,0.133333333,0.5,0.409090909,0.619047619,8,4,0.666666667,0.514222063,6,41.67008394,-0.102673048,3.839960793,1.603251824,3.790158083,0.069580016,0.542466027,14,5636,525,0.005847953,0.375459433,22,1
140,16106,14,14,1.088135056,0.209990976,0.003038306,3.533333333,8.166666667,7.383607705,0,0.166666667,0.214285714,0.384615385,8,4,0.384615385,0.785897436,6,10.79402365,-0.129300882,1.137855004,0.99117019,2.880965745,0.029410512,0.189043781,10,1734,195,0.011363636,0.35872235,14,1
141,16127,14,14,1.221765677,0.458162129,0.038350947,8.6,5.733333333,6.988525119,0.333333333,0.666666667,0.428571429,0.538461538,6,2,0.692307692,0.533333333,3,13.3621211,1.648335515,3.913563874,1.255696278,3.264438059,0.106024412,0.545204384,13,1944,195,0.009803922,0.356118929,14,1
142,16140,14,8,1.104854346,0.220970869,0.003866599,2.666666667,4.333333333,4.222212308,0,0.333333333,0.75,0.571428571,6,2,0.571428571,0.752380952,3,6.113736115,1.068765752,0.763141945,0.847242853,2.541313383,0.032919598,0.161643836,7,374,63,0.03030303,0.479599805,14,1.75
143,16142,8,8,1.193242693,0.397747564,0.012686237,4.333333333,3.583333333,4.15511387,0.5,0.666666667,0.75,0.714285714,4,2,0.714285714,0.597619048,2,6.740564335,1.119716836,-0.174049917,0.498262068,1.950348258,0.058604426,0.306849315,8,394,55,0.027027027,0.449092833,8,1
144,16185,13,13,1.344081245,0.576034819,0.074968916,6.133333333,6.283333333,6.001518241,0.272727273,0.454545455,0.461538462,0.583333333,6,2,0.583333333,0.627777778,4,14.71886783,1.048279002,2.002313367,2.719189678,8.626893327,0.145643223,0.81369863,9,1350,189,0.014705882,0.432078091,13,1
145,16396,140,18,1.885618083,1.335646142,0.040431692,11.78571429,6.603210678,9.295967837,0.1875,0.625,0.333333333,0.764705882,6,2,0.764705882,0.415281801,4,14.66144558,1.055254976,4.432916632,1.455034003,3.746112878,0.093395681,0.819176986,14,3592,343,0.007092199,0.394950017,140,7.777777778
146,16400,57,28,1.221635172,0.587194806,0.013305639,15.89056777,12.10515873,13.85704652,0.173076923,0.538461538,0.321428571,0.407407407,10,2,0.703703704,0.530639098,7,28.40380342,0.164104451,5.632011063,1.32994798,3.985675828,0.063094097,0.438356164,19,11870,965,0.003649635,0.370314361,57,2.035714286
147,16403,26,17,1.112810515,0.370936838,0.021076902,7.388888889,9.033333333,8.668819349,0.133333333,0.333333333,0.529411765,0.4375,8,4,0.625,0.653361742,6,15.38276179,0.055416381,0.589447251,0.960106127,2.677364553,0.075441775,0.394519726,12,2908,315,0.008695652,0.382679513,26,1.529411765
148,16405,11,11,1.343095989,0.630432811,0.060673534,4.944444444,5.45,4.710101037,0.222222222,0.333333333,0.272727273,0.7,4,2,0.6,0.601388889,4,14.75603002,1.002221135,0.110300349,0.907551226,3.007353741,0.13046511,0.63835589,9,882,121,0.018181818,0.442668103,11,1
149,16456,54,29,1.331883805,0.729974778,0.001732852,16.48331941,13.05321068,15.34132639,0.101851852,0.481481481,0.310344828,0.428571429,8,2,0.678571429,0.530718173,8,21.67952071,-0.194944282,5.490204616,1.069796262,2.705349128,0.022582283,0.169860274,17,12208,1039,0.003773585,0.368832971,54,1.862068966
150,16462,18,17,1.940285,1.426680147,0.059459564,12.5,5.180133755,8.219857337,0.244444444,0.733333333,0.176470588,0.875,4,2,0.8125,0.338184298,3,17.46159364,2.13839694,3.413019922,1.405787933,3.508079175,0.124510437,0.660273973,15,3224,285,0.00729927,0.338630638,18,1.058823529
151,16496,13,8,1.104854346,0.220970869,0.020272847,2.666666667,4.333333333,4.171830791,0,0.333333333,0.75,0.571428571,6,2,0.571428571,0.752380952,3,6.479684138,1.874605999,-0.067962767,1.251403196,3.290976363,0.065667586,0.36986137,7,374,63,0.03030303,0.479599805,13,1.625
152,16513,15,15,1.394274005,0.705743632,0.051997443,8.366666667,7.092857143,6.76349608,0.153846154,0.538461538,0.8,0.571428571,6,2,0.714285714,0.568290043,4,18.00074489,0.44206861,2.278577252,1.290215024,2.936771258,0.095099086,1.024658082,10,1986,245,0.011494253,0.406983085,15,1
